id,user_id,user_role,log_type,page,details,metadata,device_info,duration_ms,created_at
7567,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":323,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.237Z
7568,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1555,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.247Z
7569,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":939,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.290Z
7570,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1104,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.300Z
7571,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":939,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.330Z
7572,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":629,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.517Z
7573,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1264,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.543Z
7574,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":939,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.543Z
7575,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1264,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.550Z
7576,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1398,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.563Z
7577,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":629,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.590Z
7578,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1104,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.597Z
7579,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":164,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.660Z
7580,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1104,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.687Z
7581,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.717Z
7582,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.850Z
7583,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1555,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:36.877Z
7584,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":789,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:37.060Z
7585,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":323,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:37.067Z
7586,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:38.480Z
7587,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:38.983Z
7588,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:39.260Z
7589,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:39.617Z
7590,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.330Z
7591,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.330Z
7592,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.380Z
7593,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.383Z
7594,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.393Z
7595,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.400Z
7596,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.403Z
7597,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.417Z
7598,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:46:40.430Z
7599,,admin,logout,logout,User logged out,"{""sessionId"":""s-1784623588616-k6c71"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""sessionDurationMs"":1722,""role"":""admin"",""displayName"":""Owner""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:47:32.210Z
7600,,staff,login,login,User logged in,"{""sessionId"":""s-1784623604309-ylcvl"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/login"",""device"":""Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0."",""role"":""staff"",""displayName"":""Cart Staff""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:47:32.307Z
7601,,staff,page_view,closing_stock,Opened closing stock for 2026-07-20,"{""sessionId"":""s-1784623604309-ylcvl"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-20/closing""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:47:32.400Z
7602,,staff,closing_stock_submit,closing_stock,Closing stock submitted for 2026-07-20,"{""sessionId"":""s-1784623604309-ylcvl"",""conflictCount"":0,""totalPackets"":1,""itemCount"":3}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:47:32.500Z
7603,,staff,page_view,supply_verification,Opened supply verification for 2026-07-21,"{""sessionId"":""s-1784623604309-ylcvl"",""url"":""https://nice-bay-0191cb900.7.azurestaticapps.net/day/2026-07-21/verify""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:49:41.057Z
7604,,staff,action_start,supply_verification,Started: verification_flow,"{""sessionId"":""s-1784623604309-ylcvl"",""actionId"":""1784623658653-05o6jtf"",""date"":""2026-07-21""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",,2026-07-21T08:49:41.150Z
7605,,staff,action_end,supply_verification,Completed: verification_flow,"{""sessionId"":""s-1784623604309-ylcvl"",""actionId"":""1784623658653-05o6jtf""}","Platform: MacIntel, Screen: 1512x982@2, UA: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.",3248,2026-07-21T08:49:41.240Z
